0.2475,1114.3,1114.7
0.2625,1111.6,1110.5
0.2775,1110.2,1108.2
0.2925,1109.2,1106.6
0.3075,1108.3,1105.3
0.3225,1107.3,1104.2
0.3375,1106.3,1103.2
0.3525,1105.1,1102.3
0.3675,1103.9,1101.5
0.3825,1102.5,1100.7
0.3975,1100.8,1099.7
0.4125,1098.6,1098.5
0.4275,1096.8,1097.1
0.4425,1095.3,1096.1
0.4575,1093.8,1095.3
0.4725,1092.5,1094.6
0.4875,1091.3,1093.9
0.5025,1090.1,1093.2
0.5175,1089.1,1092.6
0.5325,1088.3,1091.9
0.5475,1087.7,1091.4
0.5625,1087.4,1090.9
0.5775,1087,1090.3
0.5925,1086.4,1089.6
0.6075,1085.7,1088.8
0.6225,1085,1088
0.6375,1084.4,1087.2
0.6525,1083.8,1086.4
0.6675,1083,1085.5
0.6825,1082.2,1084.5
0.6975,1081.2,1083.5
0.7125,1080.2,1082.4
0.7275,1079,1081.3
0.7425,1077.6,1079.6
