0.2475,1118.2,1117.1
0.2625,1115.7,1114.1
0.2775,1114,1111.8
0.2925,1112.6,1109.9
0.3075,1111.2,1108.3
0.3225,1110,1107.1
0.3375,1109.1,1106.3
0.3525,1108.6,1105.6
0.3675,1108.3,1105.2
0.3825,1107.8,1104.6
0.3975,1107.1,1103.9
0.4125,1106.1,1103.1
0.4275,1104,1101.8
0.4425,1101.9,1100.5
0.4575,1099.1,1099
0.4725,1096.7,1097.8
0.4875,1093.5,1095.5
0.5025,1092.1,1094.6
0.5175,1090.9,1093.8
0.5325,1089.7,1092.9
0.5475,1088.4,1092
0.5625,1087.2,1090.9
0.5775,1086,1089.9
0.5925,1085,1088.9
0.6075,1084.4,1088
0.6225,1084,1087.2
0.6375,1083.7,1086.4
0.6525,1083.2,1085.6
0.6675,1082.4,1084.7
0.6825,1081.5,1083.7
0.6975,1080.4,1082.7
0.7125,1079.6,1081.7
0.7275,1078.9,1080.8
0.7425,1077.9,1079.7
