time,havg
25.0000999999551,0.601472455777993
25.0001999999551,0.60150503411971
25.0002999999551,0.601537753703812
25.0003999999551,0.601570615302745
25.0004999999551,0.601603619822674
25.0005999999551,0.60163676788807
25.0006999999551,0.601670060216062
25.0007999999551,0.601703497379324
25.0008999999551,0.6017370791024
25.0009999999551,0.601772221230636
25.0010999999551,0.601806121688668
25.0011999999551,0.601840170606277
25.0012999999551,0.601874368741803
25.0013999999551,0.601908717012412
25.0014999999551,0.60194316743701
25.0015999999551,0.601977819107775
25.0016999999551,0.602012624634993
25.0017999999551,0.602047584837502
25.0018999999551,0.602082700502789
25.0019999999551,0.602117973560225
25.0020999999551,0.602154369712953
25.0021999999551,0.602190247317815
25.0022999999551,0.602226283666532
25.0023999999551,0.60226247986335
25.0024999999551,0.602298837250049
25.0025999999551,0.602335356760523
25.0026999999551,0.602372039830183
25.0027999999551,0.602410525477323
25.0028999999551,0.602447631201993
25.0029999999551,0.602484904065261
25.0030999999551,0.602522345630608
25.0031999999551,0.602559682393247
25.0032999999551,0.602596575273802
25.0033999999551,0.602633608169211
25.0034999999551,0.60267078248296
25.0035999999551,0.602708100023338
25.0036999999551,0.602745562433586
25.0037999999551,0.602783373992431
25.0038999999551,0.602820815419065
25.0039999999551,0.602863984179338
25.0040999999551,0.60290628558535
25.0041999999551,0.602948004799296
25.0042999999551,0.602989140006881
25.0043999999551,0.603029697846962
25.0044999999551,0.603069688060246
25.0045999999551,0.60310912202862
25.0046999999551,0.603148011126543
25.0047999999551,0.603186367219895
25.0048999999551,0.603224202953403
25.0049999999551,0.603261530210864
25.0050999999551,0.603298361911426
25.0051999999551,0.603334710430242
25.0052999999551,0.603372416496434
25.0053999999551,0.603407895208233
25.0054999999551,0.603442929360111
25.0055999999551,0.603477530868418
25.0056999999551,0.60351171112622
25.0057999999551,0.603546012287792
25.0058999999551,0.603577953237858
25.0059999999551,0.603611479106356
25.0060999999551,0.603644962661105
25.0061999999551,0.603678402872153
25.0062999999551,0.603712281540683
25.0063999999551,0.603746214920773
25.0064999999551,0.60377996311684
25.0065999999551,0.60381370437958
25.0066999999551,0.603847437265357
25.0067999999551,0.6038811601746
25.0068999999551,0.603914985959635
25.0069999999551,0.603948762691847
25.0070999999551,0.603982529376625
25.0071999999551,0.604016285626461
25.0072999999551,0.604050031204496
25.0073999999551,0.60408221772327
25.0074999999551,0.604115946389365
25.0075999999551,0.60414973323412
25.0076999999551,0.604183645963396
25.0077999999551,0.604217552319713
25.0078999999551,0.604251454472725
25.0079999999551,0.604285358974845
25.0080999999551,0.604319274661588
25.0081999999551,0.604353204749444
25.0082999999551,0.604387147969321
25.0083999999551,0.60430277084824
25.0084999999551,0.604336614630646
25.0085999999551,0.604370462163332
25.0086999999551,0.604404310184613
25.0087999999551,0.604439229521399
25.0088999999551,0.60447313006521
25.0089999999551,0.604507029800073
25.0090999999551,0.604540927957929
25.0091999999551,0.604576532354199
25.0092999999551,0.604609990156083
25.0093999999551,0.604643604684634
25.0094999999551,0.604677289024095
25.0095999999551,0.604711040251261
25.0096999999551,0.60474485461937
25.0097999999551,0.604778709330551
25.0098999999551,0.604812733657574
25.0099999999551,0.604846874167642
25.0100999999551,0.604881128410467
25.0101999999551,0.604915494837716
25.0102999999551,0.604949972088755
25.0103999999551,0.604984558981078
25.0104999999551,0.605019255845525
25.0105999999551,0.605054065026414
25.0106999999551,0.605088987909677
25.0107999999551,0.605124025252269
25.0108999999551,0.60515917324186
25.0109999999551,0.605194500316001
25.0110999999551,0.60523074868024
25.0111999999551,0.605267090112106
25.0112999999551,0.605303522430959
25.0113999999551,0.605340044745904
25.0114999999551,0.605376656069265
25.0115999999551,0.605413356653412
25.0116999999551,0.605450145373695
25.0117999999551,0.605487022973158
25.0118999999551,0.605523989689386
25.0119999999551,0.605561713744862
25.0120999999551,0.605598937830517
25.0121999999551,0.605637413890913
25.0122999999551,0.605675127834521
25.0123999999551,0.605712922368721
25.0124999999551,0.60575079742586
25.0125999999551,0.605788752051648
25.0126999999551,0.605826786455761
25.0127999999551,0.605865202260412
25.0128999999551,0.605903380511665
25.0129999999551,0.605941665374163
25.0130999999551,0.605980056517234
25.0131999999551,0.606018553027651
25.0132999999551,0.606057154764029
25.0133999999551,0.606095860589594
25.0134999999551,0.606134668610004
25.0135999999551,0.606173578348494
25.0136999999551,0.606212588058203
25.0137999999551,0.606251696503425
25.0138999999551,0.606290902350188
25.0139999999551,0.606331976723572
25.0140999999551,0.606371475076088
25.0141999999551,0.606411669618742
25.0142999999551,0.606451347794383
25.0143999999551,0.606491105697444
25.0144999999551,0.606530942742062
25.0145999999551,0.60657085909266
25.0146999999551,0.606610854575511
25.0147999999551,0.606650929296157
25.0148999999551,0.606693061253864
25.0149999999551,0.606734018796284
25.0150999999551,0.606775061470365
25.0151999999551,0.606816188773546
25.0152999999551,0.606859112428406
25.0153999999551,0.60690159697534
25.0154999999551,0.606946744869403
25.0155999999551,0.606989556209307
25.0156999999551,0.607032408169013
25.015799999955,0.607075302973352
25.015899999955,0.607118242406673
25.015999999955,0.607161228069233
25.016099999955,0.607207869675405
25.016199999955,0.607250975478796
25.016299999955,0.607294106961528
25.016399999955,0.607337323550799
25.016499999955,0.607380599601086
25.016599999955,0.607495756844741
25.016699999955,0.607537213004347
25.016799999955,0.607578678380682
25.016899999955,0.607620155244098
25.016999999955,0.607661642862514
25.017099999955,0.607704772951598
25.017199999955,0.607746421320915
25.017299999955,0.607789549770371
25.017399999955,0.607831873419305
25.017499999955,0.607873669397265
25.017599999955,0.607915483429446
25.017699999955,0.607957317346393
25.017799999955,0.607999172391844
25.017899999955,0.608041049730088
25.017999999955,0.608082951153046
25.018099999955,0.608124881184549
25.018199999955,0.608166841920187
25.018299999955,0.608208834186391
25.018399999955,0.608251967068554
25.018499999955,0.608294348890152
25.018599999955,0.608337218521578
25.018699999955,0.608380567926189
25.018799999955,0.60842687517821
25.018899999955,0.608471408700588
25.018999999955,0.608516399413533
25.019099999955,0.608561839830499
25.019199999955,0.608607511962498
25.019299999955,0.608653285491372
25.019399999955,0.608699008600661
25.019499999955,0.608744680756795
25.019599999955,0.608790301083598
25.019699999955,0.608835874076358
25.019799999955,0.608881401129794
25.019899999955,0.608926881807653
25.019999999955,0.60897231529335
25.020099999955,0.609017700916218
25.020199999955,0.609063989775202
25.020299999955,0.609109296732313
25.020399999955,0.609181869597454
25.020499999955,0.609227002606113
25.020599999955,0.609272095296497
25.020699999955,0.60931714827454
25.020799999955,0.609362160732746
25.020899999955,0.609407130019172
25.020999999955,0.609452053967272
25.021099999955,0.609496930870895
25.021199999955,0.609541759198095
25.021299999955,0.609586538064173
25.021399999955,0.609631265995407
25.021499999955,0.609675942398655
25.021599999955,0.609720413394181
25.021699999955,0.609764994405078
25.021799999955,0.609809419059232
25.021899999955,0.609853683723554
25.021999999955,0.609897783213317
25.022099999955,0.609941570932889
25.022199999955,0.609985628884409
25.022299999955,0.610029582583136
25.022399999955,0.610072668393355
25.022499999955,0.610118320231671
25.022599999955,0.610162546182785
25.022699999955,0.610206706983143
25.022799999955,0.610250802513799
25.022899999955,0.61029483333695
25.022999999955,0.61033952028613
25.023099999955,0.610383444378607
25.023199999955,0.610427292807855
25.023299999955,0.610471812014611
25.023399999955,0.610515605206572
25.023499999955,0.610559323842357
