0.2475,1119.2,1118.3
0.2625,1117.5,1115.9
0.2775,1116.1,1114
0.2925,1114.6,1112.3
0.3075,1113.1,1110.7
0.3225,1111.8,1109.4
0.3375,1110.9,1108.3
0.3525,1110.1,1107.3
0.3675,1109.4,1106.5
0.3825,1108.3,1105.5
0.3975,1106.4,1104
0.4125,1103,1101.3
0.4275,1100,1099.2
0.4425,1096.3,1096.9
0.4575,1094.7,1095.9
0.4725,1093.2,1094.9
0.4875,1091.9,1094.1
0.5025,1090.7,1093.3
0.5175,1089.6,1092.5
0.5325,1088.6,1091.7
0.5475,1087.8,1091
0.5625,1087,1090.2
0.5775,1086.2,1089.5
0.5925,1085.7,1088.8
0.6075,1085.3,1088.3
0.6225,1085.1,1087.8
0.6375,1084.9,1087.2
0.6525,1084.5,1086.5
0.6675,1083.8,1085.7
0.6825,1082.9,1084.8
0.6975,1082,1083.7
0.7125,1081.2,1082.8
0.7275,1080.3,1081.8
0.7425,1078.8,1080.1
