0.2475,1115.9,1114.8
0.2625,1112,1110.6
0.2775,1110.3,1108.4
0.2925,1109.2,1106.8
0.3075,1108.3,1105.5
0.3225,1107.6,1104.4
0.3375,1107,1103.4
0.3525,1106.3,1102.5
0.3675,1105.1,1101.7
0.3825,1103.5,1100.9
0.3975,1101.7,1099.9
0.4125,1099.4,1098.5
0.4275,1097.5,1097.1
0.4425,1095.8,1096.1
0.4575,1094.4,1095.2
0.4725,1093,1094.4
0.4875,1091.8,1093.7
0.5025,1090.4,1093
0.5175,1089,1092.3
0.5325,1087.9,1091.6
0.5475,1087.2,1091.1
0.5625,1086.9,1090.6
0.5775,1086.8,1090.1
0.5925,1086.4,1089.3
0.6075,1085.6,1088.6
0.6225,1084.9,1087.8
0.6375,1084.4,1087
0.6525,1083.9,1086.2
0.6675,1083.2,1085.3
0.6825,1082.3,1084.4
0.6975,1081.4,1083.3
0.7125,1080.5,1082.3
0.7275,1079.6,1081.1
0.7425,1078.1,1079.5
