0.2475,1116.7,1116
0.2625,1114.3,1112.8
0.2775,1112.5,1110.5
0.2925,1110.9,1108.7
0.3075,1109.3,1107.1
0.3225,1108.1,1105.8
0.3375,1107.2,1104.8
0.3525,1106.6,1104
0.3675,1106.1,1103.3
0.3825,1105.4,1102.7
0.3975,1104.4,1101.9
0.4125,1103.1,1101
0.4275,1101.3,1100
0.4425,1099.5,1099.1
0.4575,1098,1098.4
0.4725,1096.8,1097.8
0.4875,1095.4,1096.9
0.5025,1093.8,1096.2
0.5175,1090.7,1094.3
0.5325,1089.5,1093.5
0.5475,1088.4,1092.7
0.5625,1087.3,1091.6
0.5775,1086.3,1090.6
0.5925,1085.5,1089.7
0.6075,1084.9,1088.8
0.6225,1084.4,1088.1
0.6375,1083.9,1087.4
0.6525,1083.3,1086.6
0.6675,1082.6,1085.6
0.6825,1081.9,1084.6
0.6975,1081,1083.5
0.7125,1080.2,1082.4
0.7275,1079.5,1081.3
0.7425,1078.6,1079.8
