0.2475,1116.4,1116
0.2625,1114.1,1112.9
0.2775,1112.5,1110.6
0.2925,1111,1108.7
0.3075,1109.5,1107.1
0.3225,1108.4,1105.9
0.3375,1107.5,1104.8
0.3525,1106.9,1104
0.3675,1106.3,1103.3
0.3825,1105.6,1102.7
0.3975,1104.6,1101.9
0.4125,1103.3,1101
0.4275,1101.4,1100
0.4425,1099.4,1099.1
0.4575,1097.9,1098.4
0.4725,1096.7,1097.8
0.4875,1095,1096.9
0.5025,1093.4,1096.1
0.5175,1090.6,1094.2
0.5325,1089.4,1093.5
0.5475,1088.4,1092.6
0.5625,1087.3,1091.6
0.5775,1086.3,1090.5
0.5925,1085.5,1089.6
0.6075,1084.9,1088.8
0.6225,1084.5,1088.1
0.6375,1084.1,1087.4
0.6525,1083.5,1086.5
0.6675,1082.8,1085.6
0.6825,1081.9,1084.6
0.6975,1081,1083.5
0.7125,1080.2,1082.4
0.7275,1079.6,1081.3
0.7425,1078.7,1079.8
